time,Fp1,AF3,F3,F7,FC5,FC1,C3,T7,CP5,CP1,P3,P7,PO3,O1,Oz,Pz,Fp2,AF4,Fz
0,0.0578130926223625,-1.3352657084154924,4.640479833687063,0.2195726301066942,7.473817196614639,2.3148415437139684,1.9180966748156771,-9.25753334089126,9.089943478095304,-7.10451877450228,2.414574161945229,7.827253336427483,-3.781129703198186,4.7326890256159295,-5.738116843123748,-7.654468957543281,2.3324826921663933,3.5615787382215918,2.4061686086884366
1,1.367407744009859,10.25965434236544,3.3454085366639283,7.897852219413126,-2.4460512358041715,-1.6550347770740217,-6.301423102394567,-7.29031657442385,-3.5464531672042865,-5.7051868441514895,3.636300217360656,-1.2825848186029645,3.825046404482301,5.962937661787027,2.410637397018606,-2.7197559278382792,1.3394526318411657,6.2637919733936815,-0.2709933443953769
2,-1.7831319287156395,4.133553452902736,-0.9516804959791262,-1.6248027045649216,-1.8273090823392104,-2.2803643913386566,-2.2792246563755216,9.151344472007295,-0.239574973536937,-0.0576040182586088,1.7691680711262048,3.662131270245793,3.538549611536781,-2.7239433022067385,-3.572803309726962,-0.2858428115325089,-2.2085353838975013,1.6398046735877445,-0.3953671258653155
3,-3.6902173016018818,-0.8140001357471458,2.295469337207898,0.9014454794584084,8.323678851159096,1.1279056826096858,6.356886101002165,11.64208189538396,9.354153756254949,-1.6624779662923854,2.290675215611278,5.210836344337908,-5.10322717727332,-1.49422423135094,-6.150061068957704,-5.584582069953891,-3.863720950851863,0.2084173336157382,-1.828346860177869
4,2.137114296846873,6.420466364911961,6.122229701779334,10.015320779430164,3.1063942317276334,3.183129267344362,3.6585346412845454,4.571792674758058,4.91771231923477,-2.325940402424786,0.3462780103332499,-3.960279264161672,-5.355266146914635,5.529653550491721,1.7086454862360498,-4.302073315294452,0.3963915081591944,2.7532331165246107,0.7290575894224337
5,3.0065034673688302,-0.4722690900296653,-0.6882132523545996,-5.7809357744555365,-7.192504994263953,2.1816089414203272,0.86538299733277,-9.880725178813126,3.612375983103595,5.287214421896564,-3.985747465174829,3.3896244798685777,0.6222766891443872,-0.220296884861602,0.2508699061038211,3.623647439171045,2.279004941482361,-1.560678379992841,4.840037331439888
6,-2.8098234332299183,-11.440346969001205,-4.914160005833061,-12.66326841034541,0.2618066554686638,0.205864375381882,3.5604031426627647,-14.66102072042841,9.59135455245166,3.6087191272130297,-3.2465451834012384,10.00727685254223,-2.976252199801211,-7.139298105089271,-4.563689035529023,1.742072773174101,-0.677565533874215,-4.125957835451991,-1.031015458736399
7,-1.8588286449937244,-6.561539915775152,-1.502350250381067,-0.6847403459170762,4.311029640936562,-2.198763428150125,0.3474191400121231,-3.662025520836351,3.2128008957442,-3.5269666869873486,-0.9144184124917238,-1.518351807911432,-5.432844834104109,-2.0103067265825376,2.309429719334139,-1.4325273431732644,-0.5679866220851233,-1.236180370935681,-6.357678196430092
8,2.375042063167176,-2.4353241897959226,-3.56073077164839,-2.490795594853917,-6.430608247413352,-5.527053804897511,-5.815668034013894,-6.952460389399588,-8.662935868958606,0.3757937675350316,-0.5505124149102837,-3.67532936797929,3.620429965806049,1.4598723384075918,9.23221287347914,5.372431296139711,2.060922172414215,-1.2617605500551918,-2.131779280004617
9,-0.8634637747525892,-7.314437236713104,-8.969851638432676,-6.9657914582275104,-6.652614177098142,-8.085985168404934,-5.035622456803219,-15.798884350577987,-5.848907478870942,2.314192006460764,1.3922304049030323,2.719215979394576,6.738230909722082,-0.1648133782894298,6.087264483883207,6.227817904694945,0.4502558079094021,-3.210164636722559,-1.7752764578418017
10,-5.527113695984758,-15.15324122202362,-10.964000116564469,-12.489017620959173,-0.6016602892317279,-6.9918139716954055,0.9009090522377872,-9.975048389210183,6.70395067280618,0.8653440331707029,2.822932171435503,5.097181041005557,4.105875667734844,6.219834452633192,1.332153099710017,1.0608862262622272,-3.4300694775516534,-9.061342831132231,-3.7313253328984817
11,-1.971356678999296,-15.728655831510416,-8.793897529403491,-19.66939410433705,-3.052369897138292,-1.3695041849309533,5.70780330735689,0.1109205441205247,9.753625304405777,6.72569970426962,3.036975032549767,8.693543958825446,5.654841749743856,8.580986226671167,-0.9624587106678222,2.2086541077638944,-2.0559881017317023,-11.4947607205925,0.511094585143617
12,3.894317274317945,-1.938374355930235,1.0283552199761514,-1.2971550007795365,2.9101814140619995,6.430109077098584,8.168545095098683,14.270457157958957,3.6641910076850177,4.644337595031017,5.306327936805884,-1.9700203739354825,-1.6880934864098815,-0.9696063241034842,-3.8227610521056814,-0.6240736985140316,3.042439568527549,0.4808593995178034,1.2526127181553155
13,2.907696663436754,4.99270455678065,8.645201705313035,12.165236927597483,10.863424378983844,9.79155936740323,9.403067100964131,14.304438451519806,3.9972179162212056,-3.573836226683226,7.045398297788681,-12.835252219585204,-8.98099314346244,0.4238509309720608,-3.7479551462602,-5.4541698855318055,3.418199781347508,6.601534019983704,-1.344568293828263
14,1.0580250540908047,0.5800353683377839,4.298477688772397,-0.7441676182685191,0.2144364216434742,4.721109294657241,5.066073103153559,-7.613942741337569,5.9702802235264905,-0.7175163247283969,5.833041679289019,6.989108743358784,0.4509561792958174,4.224517367656153,-0.9540950874303888,-0.3526102225172756,1.323158434281671,0.5069357682017608,0.721471330454242
15,3.2785719026379625,3.4351106968241694,-0.0019421883766332,0.7475836212902016,-4.609747736781962,-0.9528827236433056,-1.5713496618906704,-7.412841215319899,2.686152756079501,-0.1465858483290458,2.971131878605506,18.11200168971008,2.946715831700576,-6.221153177918641,-2.016983052969469,0.7675996465673416,3.0866173756318545,1.2836101598188423,1.0748783177447565
16,2.2281391277982747,0.4302953522479202,1.4091256458190005,5.303831695732512,9.690888200267304,-0.4889199860928164,1.2277185018623342,10.641130901815524,5.16758305252271,-5.371274387491595,0.5843392181781284,-0.8699669962096483,-5.21073119621747,-1.121902938394558,-1.070280562840812,-4.689523125599122,3.2019186623443314,-0.1311479737223324,-1.811933834238668
17,-0.4694497515297569,-5.595302582696736,2.41508279299151,-1.509815281275958,10.576332464018236,0.513850741416414,2.878073142132537,6.55513571876028,2.398076584136136,-2.2024369843862446,-0.3016937209109438,-8.830832038626106,-0.6909997620710178,13.120674853951828,5.245467229557519,-2.669749559033409,-0.2928893552191281,-4.650414869122217,-1.4358128155951095
18,-0.4817165062275499,2.6953188510153456,1.485807816524562,3.3252443629418345,-7.229542368363354,-0.3729380290826098,-6.9753812775895785,-9.534643572505193,-12.125248155484272,0.8079133939064764,-2.8707218013513547,-3.780972531959789,4.086908671430821,1.030140140296644,4.104994346841308,0.1288294296237198,-1.2488192199978545,1.8096764878021832,1.18590352402307
19,-3.7663075006107976,-1.5073173062956553,-3.357744674492657,-3.5481564522291054,-13.473328155134244,-0.317219018316493,-8.103547292195264,-18.069543343789903,-8.61507591588076,0.232962126706394,-4.595787249127401,0.7620829147547209,1.838084885761968,-7.233739889985268,-0.5767515954585211,0.6099345900333039,-2.3095288896755624,0.0095567987248177,1.9260970833697375
20,-4.891851283702845,-10.492788192734208,-5.619744722999901,-11.705939691878728,-3.610297340141965,-2.3901525389276363,-0.1293448864480213,-6.858936249382957,1.8709165678890656,2.3057615386719763,-1.0624575227821311,4.362338477689168,6.687758801333163,3.89947469180453,3.9962017702862296,4.665715934461275,-3.8789369245183942,-7.2187276055019804,-1.642143500610155
21,1.0029228262212937,6.564073599535248,-0.126543204755043,10.276093062656011,0.8778574739670604,-5.051270325157467,-3.824361729041598,10.132894228915344,-10.081340962185324,-0.2982774101671315,-1.0639826638186884,-7.942482744732843,6.541436275240923,-0.1946491589273979,5.026319996135544,4.166657784511105,-0.4522146335254464,3.20982640485448,-4.630316301772878
22,0.0983116600549935,11.851569516912328,0.3231352304860806,9.454736935616964,-4.233816361910823,-2.3341896316508124,-6.560358128373071,-0.4328879174594902,-10.837088906553138,-2.2312759383108958,-4.781202693852646,-10.53130221120743,-0.2027907635356038,-6.197156315995792,-3.0103466406736072,0.708254725888299,0.7285369633000158,5.878831808753352,-0.82965250772311
23,-4.625032120437761,0.6678670674706432,-1.52814592294797,-8.689584639280737,-2.476047046690679,0.9313472903653948,1.0558512509944409,0.2478776851974644,6.110094101169414,2.13160325477869,-1.3447969361350196,10.315048754313866,2.515611404584649,1.1931133953294453,-3.556160605660469,1.457404323775067,-3.8034979632334434,-4.111832284411443,1.748173879288056
24,0.5569243098732397,13.643813350851175,5.485281148185731,11.502275065479832,4.926533679561977,0.2445471418536615,0.3651008103697897,28.42411145976674,-2.486794762050943,0.7562657791991234,0.7217064365567705,3.9593598603750095,3.05160736282481,-2.3378502912587766,1.3225468655159238,-0.2768527709415986,-3.20918800655481,3.513149605573921,-0.3191515500084618
25,3.858956465832318,17.930148432032464,6.646313767447094,17.654707375660983,1.2219507263445428,0.0815698208682507,-4.577824762011895,18.964606372855023,-15.537613963482764,-0.3604739185882968,-4.333916166971129,-12.642869438517767,-1.1094289123784449,-7.090771518912229,0.25099258122692,-0.4842815149331776,0.1623757460575516,9.027125414806076,2.041933700520459
26,-1.2896564166724218,-2.5688618606138087,-0.0240912966763349,-6.168179657535073,-5.7005666763186325,0.8614504890290231,-2.203486419063542,-2.293441941111503,-4.128337534769185,5.19525621155699,-4.496121766518728,2.1151762203666298,1.889534836780916,-2.964715169408805,-2.3268338968597337,5.295617980284934,-1.9427117634508333,-1.7595021092446572,5.175538573369149
27,-2.337292454855074,-3.618898584545277,0.9822889039189806,-3.871359082424042,-3.760827780288954,1.0557066736203118,-1.9301257056075567,7.396741993858672,-0.472933246093361,5.263619473180109,-3.0129219981937414,3.3292983234637497,0.6115976651213111,-6.090004541434129,-3.0342311019880803,6.462800454697125,-3.2057565623867363,-2.96741671179682,4.147461251265915
28,-0.2281986863043892,3.77424849766158,2.233624459850734,-0.0234503789665021,-3.121468678406708,2.873311558003858,-1.8778073880058117,-2.8550684880928943,-6.05986251358273,5.097281527268251,-4.331008706124984,-9.771269234454728,-3.6381302348014346,-5.481962308004294,-2.849953172588761,5.171311207174281,-1.7087765377678448,-1.019253107665982,5.132637703490504
29,0.7460348504513297,3.035252791258747,1.3290807385147687,-1.886207868128217,-1.6763427706342329,4.61472996075679,2.3798644285069592,-12.33177180402837,-0.843269306588506,6.226038200525785,0.2083526366497441,-1.0694224690314496,-1.1572707949178946,-0.2789440279650907,-1.9883261940972847,3.72832965050384,-1.705848719779623,-2.1852054181451352,4.14834878235613
30,3.385579708659736,13.14931798895065,6.492042062172676,18.831091687484925,7.359597245990919,3.641381940563672,1.5923620221963757,9.547722600096314,-0.9694160093225572,-4.312669858175523,3.055624081614959,-5.564854852243958,-5.077402854728662,-5.219039831499943,-3.3174196425723004,-5.272852066789049,0.4857638726533837,8.490747917052676,-1.5653771650356598
31,3.1090460336105616,12.956935244492753,5.401128287309434,16.424621087256618,8.469487138864253,2.0986619087420983,0.5773543782313135,1.7951919845742932,-2.5829463037499703,-9.840943599206668,-0.6230446685749476,-15.39629289521973,-8.480289932515301,-3.2276822595015533,-3.612468415233128,-9.479104152773123,3.1257022590625505,11.817029957544603,-1.7665577018252696
